direction,relation,relex_relcos,sentence,term1,term2
VASOVAGAL SYNCOPE diagnosis ISOPROTERENOL,diagnosis,0.9931270663228408,"Head up tilt table testing, either alone or with a graded dose infusion of ISOPROTERENOL is a useful diagnostic test for identifying persons who are susceptible to VASOVAGAL SYNCOPE",VASOVAGAL SYNCOPE,ISOPROTERENOL
NORMAL PALMAR SKIN location PALMAR LICHEN NITIDUS,location,0.3779644730092271,We conclude that this histopathologic feature in PALMAR LICHEN NITIDUS could be the result of the superimposition of lichen nitidus on NORMAL PALMAR SKIN resulting in a picture resembling hypertrophic lichen planus.,NORMAL PALMAR SKIN,PALMAR LICHEN NITIDUS
DOXAZOSIN treats HYPERTENSION,treats,0.99654575824488,He took a 1 mg tablet of DOXAZOSIN daily for mild HYPERTENSION,HYPERTENSION,DOXAZOSIN
no_relation,causes,0.375,INSULIN PEPTIDE B9 23 is a major autoantigen in TYPE 1 DIABETES,TYPE 1 DIABETES,INSULIN PEPTIDE B9 23
ANTIDOTES treats OP POISONING,treats,0.99654575824488,Atropine and pralidoxime are the most useful ANTIDOTES in the treatment of OP POISONING,OP POISONING,ANTIDOTES
L DOPA WITH PERIPHERAL DECARBOXYLASE treats PARKINSON'S SYNDROME,treats,0.979957887012223,In 38 patients with PARKINSON'S SYNDROME Madopar preparation was used (L DOPA WITH PERIPHERAL DECARBOXYLASE inhibitor) in 33 cases as the main drug and in 5 cases as an addition to L dopa.,PARKINSON'S SYNDROME,L DOPA WITH PERIPHERAL DECARBOXYLASE
LUNGS location LUNG CANCER,location,0.8164965809277259,Quantitative counts of ferruginous bodies were performed on digests of LUNGS from 100 control and 30 LUNG CANCER patients.,LUNGS,LUNG CANCER
no_relation,causes,0.762000762001143,"A case of a 43 year old woman with SEVERE SUSTAINED HYPERTENSION resistant to many antihypertensive drugs, frequent HYPERTENSIVE CRISIS and symptoms suggestive of pheochromocytoma (symptomatic triad) is presented.",SEVERE SUSTAINED HYPERTENSION,HYPERTENSIVE CRISIS
SODIUM FLUORIDE treats DENTAL CARIES,diagnosis,0.707106781186547,"A sample of 1,824 schoolchildren was randomly assigned to either the SODIUM FLUORIDE dentifrice or the stannous fluoride dentifrice and examined clinically and radiographically for DENTAL CARIES initially and after one, two, and three years of dentifrice usage.",DENTAL CARIES,SODIUM FLUORIDE
GLIOBLASTOMA MULTIFORME diagnosis MICROVASCULAR PROLIFERATION,diagnosis,0.6,The presence of MICROVASCULAR PROLIFERATION leads to the histological diagnosis of GLIOBLASTOMA MULTIFORME.,MICROVASCULAR PROLIFERATION,GLIOBLASTOMA MULTIFORME
no_relation,treats,0.30618621784789696,Serial addition to 3 or more antiepileptic drugs is less likely to lead to SEIZURE freedom for patients with difficult to treat EPILEPSY,SEIZURE,EPILEPSY
PRIMAQUINE treats BENIGN TERTIAN MALARIA,treats,0.98058067569092,"The inadequacy of the 4 aminoquinolines for protection against latent BENIGN TERTIAN MALARIA is noted, and the use of PRIMAQUINE is recommended.",BENIGN TERTIAN MALARIA,PRIMAQUINE
STOMACH location GASTRIC CANCER,causes,0.4850712500726661,"However, the patients with extensive intestinal metaplasia of the STOMACH belong to the high risk group for the GASTRIC CANCER",STOMACH,GASTRIC CANCER
TUBULOVILLOUS ADENOMA location HIGH GRADE DYSPLASIA,location,0.583459965991578,"A right hemicolectomy was performed, which revealed a TUBULOVILLOUS ADENOMA with HIGH GRADE DYSPLASIA located in the ascending colon, and a diffuse ischemic colitis.",HIGH GRADE DYSPLASIA,TUBULOVILLOUS ADENOMA
no_relation,causes,0.904194430179465,Lacunes consist of small vascular lesions with a volume of between 2 and about 30 mm. These lacunar infarctions are determined by an ISCHEMIA caused by obstructive diseases of small terminal VESSELS in the deep areas of the brain.,VESSELS,ISCHEMIA
CHRONIC HEPATITIS diagnosis LIVER BIOPSY SPECIMEN,diagnosis,0.923380516876639,"In addition to the characterization of the degree of inflammation and fibrosis, the evaluation of a LIVER BIOPSY SPECIMEN from a patient with CHRONIC HEPATITIS includes a description of all of the findings present (e.g., steatosis, bile duct changes, granulomas, type of inflammatory cells, presence of iron, and Mallory hyaline) or a notation of their absence.",LIVER BIOPSY SPECIMEN,CHRONIC HEPATITIS
no_relation,diagnosis,0.301511344577764,"PDGFRA, PDGFRB, and EGFR were immunohistochemically, biochemically, cytogenetically, and mutationally analyzed along with the detection of their cognate ligands in 16 NEUROFIBROMATOSIS TYPE 1 (NF1) related and 11 sporadic MPNSTS",MPNSTS,NEUROFIBROMATOSIS TYPE 1
DUCTAL CARCINOMA IN SITU causes MICROCALCIFICATION,causes,1.0,"DUCTAL CARCINOMA IN SITU (DCIS) usually manifests as MICROCALCIFICATION on mammography, but several other unusual forms of presentation on mammography are also described.",MICROCALCIFICATION,DUCTAL CARCINOMA IN SITU
FIBROMYALGIA SYNDROME causes PAIN,causes,0.986393923832143,The FIBROMYALGIA SYNDROME (FMS) is characterized by widespread PAIN and diffuse tenderness in specified locations.,PAIN,FIBROMYALGIA SYNDROME
HYPERTENSION causes HYPERTENSIVE CRISIS,causes,0.9594032236002472,The case is presented of a 49 year old female who had had chronic renal insufficiency and HYPERTENSION for several years and who developed a HYPERTENSIVE CRISIS after cessation of therapy with clonidine and nadolol.,HYPERTENSION,HYPERTENSIVE CRISIS
no_relation,treats,0.412081691846067,"The results suggest that cadmium thionein may play a paradoxical role, providing protection against the CADMIUM ION IN THE intracellular milieu, but promoting CADMIUM TOXICITY when it is present in sufficient amounts in the lumen of the intestine.",CADMIUM ION IN THE,CADMIUM TOXICITY
no_relation,causes,0.8728715609439692,"? Screen all patients with MEN2 for pheochromocytoma before parathyroidectomy, and consider screening for pheochromocytoma in patients with primary hyperparathyroidism who have significant HYPERTENSION or symptoms suggestive of PHEOCHROMOCYTOMA",HYPERTENSION,PHEOCHROMOCYTOMA
INJECTABLE GOLD FOR RHEUMATOID ARTHRITIS treats RHEUMATOID ARTHRITIS,treats,0.9931270663228408,"Sulfasalazine for rheumatoid arthritis  Penicillamine for treating rheumatoid arthritis  Moderate term, low dose corticosteroids for rheumatoid arthritis  Biologics for rheumatoid arthritis: an overview of Cochrane reviews  Low level laser therapy (Classes I, II and III) for treating rheumatoid arthritis  INJECTABLE GOLD FOR RHEUMATOID ARTHRITIS  Herbal therapy for treating rheumatoid arthritis  Folic acid and folinic acid for reducing side effects in patients receiving methotrexate for RHEUMATOID ARTHRITIS  WITHDRAWN: Dynamic exercise therapy for rheumatoid arthritis  Cyclosporine for treating rheumatoid arthritis  Cyclophosphamide for treating rheumatoid arthritis  Balneotherapy for rheumatoid arthritis  Azathioprine for treating rheumatoid arthritis.",RHEUMATOID ARTHRITIS,INJECTABLE GOLD FOR RHEUMATOID ARTHRITIS
no_relation,causes,0.329292779969071,"The high frequency of herpes simplex virus type 2 (HSV 2) antibodies in young women (21 years or younger) with CERVICAL CARCINOMA IN SITU and in women with DYSPLASIA or carcinoma in situ, matched for various sexual attributes to control women, provide support for a causal relation.",DYSPLASIA,CERVICAL CARCINOMA IN SITU
FLUORIDE ION treats CARIES,treats,0.9931270663228408,"The results show that the FLUORIDE ION concentration is sufficient (0.7 1.0 ppm F ) to prevent CARIES only in very few parts of Lower Austria, Upper Austria, Salzburg, Tirol, Carinthia, and Styria.",CARIES,FLUORIDE ION
no_relation,causes,0.640512615220348,Neither the impact of the HIV pandemic nor the occurrence of multiresistant strains of MYCOBACTERIUM TUBERCULOSIS has yet become a major problem in the care of TUBERCULOSIS patients in Sweden.,MYCOBACTERIUM TUBERCULOSIS,TUBERCULOSIS
NEUROENDOCRINE DIFFERENTIATION causes SMALL CELL CARCINOMA,causes,0.64699663922063,"In investigation on carcinogenesis the first reports were published on the use of antisense oligonucleotides during inhibition of the development of tumours by a humoral mechanism and on the gene based NEUROENDOCRINE DIFFERENTIATION of the lungs, perhaps associated with the basis for the development of SMALL CELL CARCINOMA",NEUROENDOCRINE DIFFERENTIATION,SMALL CELL CARCINOMA
PAPAVERINE treats ERECTILE DYSFUNCTION,diagnosis,0.7559289460184542,To evaluate the use of papaverine induced erection as a diagnostic test in men with ERECTILE DYSFUNCTION 24 patients had PAPAVERINE injected into the corpus cavernosum.,ERECTILE DYSFUNCTION,PAPAVERINE
ALLERGY causes VERNAL KERATOCONJUNCTIVITIS,causes,0.8427009716003839,"Allergic eye diseases are characterized by IgE mast cell mediated, as seen in allergic conjunctivitis; chronic mast cell activation and eosinophil/T lymphocyte mediated response, as seen in giant papillary conjunctivitis, VERNAL KERATOCONJUNCTIVITIS and atopic keratoconjunctivitis; or a T lymphocyte mediated response in contact ocular ALLERGY",VERNAL KERATOCONJUNCTIVITIS,ALLERGY
no_relation,contraindicates,0.474341649025257,Gonadal dysgenesis and NEPHROPATHY are often indistinguishable from incomplete DRASH SYNDROME,NEPHROPATHY,DRASH SYNDROME
no_relation,treats,0.477334370505438,"Since 1982, three patients with ESOPHAGEAL CANCER complicated with pulmonary bullae have been treated by operation on the ESOPHAGUS and lung in one performance: In all the patients, the bullae were on the same side of the operation.",ESOPHAGUS,ESOPHAGEAL CANCER
no_relation,causes,0.64699663922063,This is in accordance with the phylogenetic relationship of this BACTERIUM as well as with known epidemiological aspects of WHIPPLE'S DISEASE,BACTERIUM,WHIPPLE'S DISEASE
BONE location PSEUDARTHROSIS,location,0.309529293013655,Instability of BONE fragments is regarded as the most important factor in pathogenesis of PSEUDARTHROSIS,BONE,PSEUDARTHROSIS
INSENSITIVITY SYNDROME (TESTICULAR FEMINIZATION SYNDROME) causes ESTROGEN SECRETING MALIGNANT SEX CORD STROMAL TUMOR,causes,0.933256525257383,We report on a 68 year old patient with complete androgen INSENSITIVITY SYNDROME (TESTICULAR FEMINIZATION SYNDROME) in whom an ESTROGEN SECRETING MALIGNANT SEX CORD STROMAL TUMOR developed in an intraabdominal testis.,ESTROGEN SECRETING MALIGNANT SEX CORD STROMAL TUMOR,INSENSITIVITY SYNDROME (TESTICULAR FEMINIZATION SYNDROME)
no_relation,diagnosis,0.33333333333333304,"Visual evoked potentials (VEPs) produced by pattern reversal were compared with those elicited by onset of motion in 37 amblyopic children (20 with anisometropic amblyopia, seven with STRABISMIC AMBLYOPIA and 10 with both anisometropia and STRABISMUS",STRABISMIC AMBLYOPIA,STRABISMUS
no_relation,treats,0.3,Update: Prevention of HEPATITIS A after exposure to HEPATITIS A VIRUS and in international travelers.,HEPATITIS A VIRUS,HEPATITIS A
no_relation,diagnosis,0.549442255794756,"a  Patch testing (e.g., 1% bacitracin in petrolatum) may be useful in diagnosing suspected ALLERGIC CONTACT DERMATITIS when HYPERSENSITIVITY to other topical antibiotics (e.g., neomycin) is suspected.",ALLERGIC CONTACT DERMATITIS,HYPERSENSITIVITY
no_relation,causes,0.577350269189626,"Our results indicate, for the first time, an association between Graves' disease and a VDR polymorphism in the Japanese and suggest that a VDR FokI polymorphism may affect BONE MINERAL METABOLISM and can predict risk of OSTEOPOROSIS as a complication of Graves' disease in patients in remission.",BONE MINERAL METABOLISM,OSTEOPOROSIS
no_relation,causes,0.753778361444409,"Unfortunately the nutritional adequacy of the postoperative diet has frequently been overlooked, and in the months to years that follow, NUTRITIONAL DEFICIENCIES have become apparent, including PROTEIN CALORIE MALNUTRITION and various vitamin and mineral deficiencies contributing to medical illnesses and limiting optimal health.",PROTEIN CALORIE MALNUTRITION,NUTRITIONAL DEFICIENCIES
no_relation,location,0.753778361444409,"In chronic active hepatitis of viral (132 cases) and autoimmune etiology livers (20 cases) with or without cirrhosis, the incidence of membranous expression of Lewis Y in clustered hepatocytes of viral and autoimmune etiology LIVERS was 21 and 0% of mild chronic active hepatitis; 69 and 25% of moderate degree; 85 and 50% of severe degree; and 87 and 100% of CIRRHOSIS respectively.",LIVERS,CIRRHOSIS
FOLIC ACID treats NEURAL TUBE DEFECTS,treats,0.9733285267845748,"At the same time, regulations may forbid claims that a food product prevents disease, even when it does (e.gFOLIC ACID which reduces the risk of NEURAL TUBE DEFECTS",NEURAL TUBE DEFECTS,FOLIC ACID
no_relation,causes,0.3651483716701111,A strong MBP deposition was often seen in specimens from patients with atopic dermatitis who had a personal or family history of RESPIRATORY ATOPY but was absent in specimens from those patients with ATOPIC DERMATITIS who had neither a personal nor a family history of respiratory atopy.,ATOPIC DERMATITIS,RESPIRATORY ATOPY
no_relation,treats,0.458831467741123,BLASTOID MANTLE CELL LYMPHOMA (BV MCL) is a rare variant and has a more AGGRESSIVE CLINICAL COURSE,AGGRESSIVE CLINICAL COURSE,BLASTOID MANTLE CELL LYMPHOMA (BV MCL)
PHEOCHROMOCYTOMA causes HYPERTENSION,causes,0.9761870601839532,"On questioning patient had episodic palpitations, flushing and HYPERTENSION suggestive of PHEOCHROMOCYTOMA",HYPERTENSION,PHEOCHROMOCYTOMA
DIPHTHERIA TOXOID treats DIPHTHERIA,treats,0.984731927834662,"Although diphtheria was controlled for approximately 30 years after the institution of childhood vaccination with DIPHTHERIA TOXOID in the late 1950s, epidemic DIPHTHERIA has reemerged in the New Independent States (NIS) of the former Soviet Union (1,2) (Figures 1 and 2.",DIPHTHERIA,DIPHTHERIA TOXOID
no_relation,causes,0.7715167498104591,The ocular symptoms associated with the most common OCULAR ALLERGY CONDITIONS such as seasonal and PERENNIAL ALLERGIC CONJUNCTIVITIS are twice as likely to affect the allergy sufferer rather than nasal symptoms alone.,PERENNIAL ALLERGIC CONJUNCTIVITIS,OCULAR ALLERGY CONDITIONS
ANTIEMETICS treats VOMITING,treats,0.9950371902099888,Nonpharmacologic techniques were similar to ANTIEMETICS in preventing early vomiting (RR = 0.89 [95% confidence interval 0.47 1.67]; NNT = 63 [10 infinity]) and late VOMITING (RR = 0.80 [0.35 1.81]; NNT = 25 [5 infinity]) in adults.,VOMITING,ANTIEMETICS
CYTOSINE ARABINOSIDE treats ACUTE MYELOCYTIC LEUKEMIA,treats,0.937042571331636,"CASE SCENARIO  A 30 year old man with ACUTE MYELOCYTIC LEUKEMIA failed to respond to induction therapy with cytosine arabinoside and idarubicin and received salvage chemotherapy with fludarabine, CYTOSINE ARABINOSIDE, G CSF, and idarubicin.",ACUTE MYELOCYTIC LEUKEMIA,CYTOSINE ARABINOSIDE
NERVOUS SYSTEM location NEUROLOGICAL DISEASES,location,0.889000889001333,This review summarizes the current knowledge of the function of microRNAs in the developing and adult NERVOUS SYSTEM and their potential contribution to the etiology of NEUROLOGICAL DISEASES,NERVOUS SYSTEM,NEUROLOGICAL DISEASES
no_relation,causes,0.5,"106 ,   b   Advise such women that the vaccine should only be used during PREGNANCY in rare circumstances and that efforts should be made to postpone travel to YELLOW FEVER endemic areas until after delivery.",YELLOW FEVER,PREGNANCY
BALSALAZIDE treats ULCERATIVE COLITIS,treats,0.992277876713668,"Medications associated with PPD are reviewed and the patient's use of mesalamine and BALSALAZIDE for ULCERATIVE COLITIS are deemed potential triggers, given their relative similarity to aspirin, a known trigger of PPD.",ULCERATIVE COLITIS,BALSALAZIDE
BENIGN EPILEPSY causes SEIZURE,causes,0.9045340337332908,The objective of this study was to compare the clinical and electroencephalographic features of two groups of children with BENIGN EPILEPSY of childhood with rolandic spikes: those in whom seizure control was attained either without the use of medication or with a single medication (group 1) and those requiring two medications for SEIZURE control (group 2.,SEIZURE,BENIGN EPILEPSY
no_relation,causes,0.4472135954999579,"1]  Lindholm LH, Ibsen H, Dahlof B, Devereux RB, Beevers G, de Faire U, et al. Cardiovascular morbidity and mortality in patients with diabetes in the LOSARTAN INTERVENTION FOR ENDPOINT reduction in HYPERTENSION study (LIFE): a randomised trial against atenolol.",HYPERTENSION,LOSARTAN INTERVENTION FOR ENDPOINT
